id,track_name,track_artists,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
34KryKiZaVlUCcWYEbEZw9,Santa Claus Is Coming To Town,Gilby Clarke,metal,0.45,0.93,11.0,-4.172,1.0,0.141,0.000795,0.000704,0.26,0.519,145.847,149187.0,4.0
2a9ZwbOpnfAx1WGq6JPp14,Bad Attitude,Darkthrone,metal,0.14400000000000002,0.983,9.0,-1.258,1.0,0.0914,0.0479,1.6e-05,0.0361,0.5770000000000001,188.972,107067.0,4.0
3bP47tw8MOgtrwdO1iahVl,To Be With You,Mr. Big,metal,0.693,0.408,4.0,-7.999,1.0,0.0442,0.34600000000000003,0.0,0.146,0.479,83.646,207200.0,4.0
69j0KoPJuwpnbGWrfn7Yll,Picture (feat. Sheryl Crow),Kid Rock,metal,0.6920000000000001,0.496,7.0,-7.332000000000001,1.0,0.0241,0.172,6.42e-06,0.107,0.376,97.945,298960.0,4.0
0c0dOCn7srIPW3JUoH5HTd,Now What,Emery,metal,0.596,0.612,6.0,-9.112,1.0,0.0323,0.207,0.0018,0.10099999999999999,0.168,119.93,182590.0,4.0
23KxsynXagThSqcwbYEM10,Heavy Metal,Metaluria,metal,0.375,0.934,1.0,-4.051,0.0,0.0889,0.00041600000000000003,0.0375,0.129,0.445,171.34599999999998,304602.0,4.0
10frvLpzZiRCNdjcMFdIaU,Chosen Twice,Dream Evil,metal,0.505,0.826,2.0,-4.669,0.0,0.0413,0.00179,0.0264,0.15,0.25,114.035,262893.0,4.0
36SXqDn3OD3GDTleD0qeeJ,Last Resort,Papa Roach,metal,0.56,0.892,4.0,-3.365,0.0,0.0644,0.000624,0.000164,0.177,0.67,90.615,200480.0,4.0
2Gfyhv4Xu3kbHw0INAAWix,Like the Others,Autopsya,metal,0.47200000000000003,0.804,3.0,-4.658,0.0,0.0516,0.00059,0.000124,0.113,0.254,120.02,357645.0,4.0
1RIXmxWZQ8ALwMOtjOSjlX,Starseed - Calgary/Edmonton Live Show Version,Our Lady Peace,metal,0.196,0.856,6.0,-4.2989999999999995,1.0,0.0703,0.00256,0.0030399999999999997,0.907,0.0384,144.971,477160.0,4.0
1XfZB5KUl30TrZ455yfsjW,God of the Cold White Silence,3 Inches Of Blood,metal,0.523,0.99,1.0,-3.4760000000000004,1.0,0.0498,3.84e-06,0.0082,0.392,0.499,127.98100000000001,264067.0,4.0
4vCJ9q9zejppLOUgDzFuPf,Parasite,Betraying The Martyrs,metal,0.184,0.972,7.0,-3.952,1.0,0.149,7.11e-06,0.0198,0.0709,0.318,96.985,220439.0,3.0
4VhtAVX8UvpSDN9mZDBoAN,Heavy Metal Everyday,Evening Star,metal,0.551,0.759,9.0,-9.182,0.0,0.0647,8.49e-06,0.0868,0.161,0.6970000000000001,149.94,341500.0,4.0
6eVw80LyNg1rABnUJ5nvFR,Singularity,Believer,metal,0.271,0.9490000000000001,5.0,-11.177999999999999,1.0,0.0739,5.7700000000000007e-05,0.203,0.34700000000000003,0.376,116.147,264202.0,4.0
1GErN8jdWT0mLD3I0XH6xv,Threats Of Romance,Marilyn Manson,metal,0.515,0.623,0.0,-4.559,1.0,0.0306,8.77e-05,0.0006900000000000001,0.195,0.231,126.954,277560.0,4.0
1Ip9MMNDMUA4XHO2j9aGas,Stage Dive,Whiplash,metal,0.345,0.976,6.0,-5.772,0.0,0.157,5.46e-06,0.0202,0.16899999999999998,0.235,101.016,189800.0,4.0
7cD7B4uc5mrLs9IcoFy8Kd,Dragula,Rob Zombie,metal,0.523,0.961,0.0,-5.936,0.0,0.0859,3.45e-05,0.000169,0.08199999999999999,0.489,125.035,222787.0,4.0
3gwzxF38VZka9epVs9KXkw,Sleipnir,Brothers of Metal,metal,0.439,0.917,9.0,-5.183,1.0,0.0434,6.0899999999999996e-05,0.0377,0.11699999999999999,0.38799999999999996,158.019,184252.0,4.0
17OXyuj3O4fDRv8eMIP4fC,Ben Has A Kid,The Devil Wears Prada,metal,0.478,0.9740000000000001,2.0,-2.674,1.0,0.139,0.00155,0.0,0.33799999999999997,0.142,140.127,237187.0,4.0
6n9yCXvLhnYMgJIiIcMu7D,Rockstar,Nickelback,metal,0.616,0.91,0.0,-3.0039999999999996,1.0,0.0386,0.0459,0.0,0.34299999999999997,0.693,144.07299999999998,252040.0,4.0
7DbwSguJz1rEE1uNskg8je,Bitter Sweet Symphony (Metal Version),Leo,metal,0.493,0.8440000000000001,4.0,-6.546,1.0,0.044000000000000004,0.00313,0.0852,0.46,0.408,90.009,304308.0,4.0
5vENmsDmxSVwsLn3RhcM7S,Thrash Metal Domination,Contorsion,metal,0.39,0.9790000000000001,8.0,-6.724,1.0,0.079,4.98e-06,0.616,0.268,0.56,83.85799999999999,301507.0,4.0
0AhMs7V8seT916SfYQd8xU,Fever,Jet Fuel Chemistry,metal,0.485,0.927,5.0,-6.496,0.0,0.0698,0.00236,0.00678,0.344,0.569,124.948,247320.0,4.0
6IBGNhgrzFTYargw9ICM3d,"Papercut - Live from Paris, 2010",Linkin Park,metal,0.337,0.9940000000000001,9.0,-3.787,1.0,0.145,0.0628,0.0,0.9640000000000001,0.205,149.825,188147.0,4.0
4JaX3gNCpOAlQ6bjb3npa4,"You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire - With Out Interlude",Queens of the Stone Age,metal,0.484,0.893,1.0,-6.3020000000000005,1.0,0.0838,0.00981,0.023,0.0879,0.742,79.045,156960.0,4.0
6PF9ezc43k42xURXhhQPfE,How Can I Be a Hero?,Metalocalypse,metal,0.508,0.628,0.0,-8.725,1.0,0.0393,0.127,0.0,0.635,0.505,167.954,148573.0,4.0
1w4pUpCABTwunk78PzdUDq,Bad Romance,Lord Of The Lost,metal,0.579,0.902,0.0,-5.337000000000001,0.0,0.0393,0.0153,0.39,0.41200000000000003,0.517,119.05,268040.0,4.0
7BG8BwW3Bhdq4PnZmjDBRm,Selling The Drama,Live,metal,0.44799999999999995,0.9009999999999999,6.0,-6.722,1.0,0.0627,0.0121,0.000148,0.127,0.406,124.525,205413.0,4.0
3c92uCQ38FC9glwhWBceed,Heavy Metal,Saratoga,metal,0.452,0.981,1.0,-4.345,1.0,0.12300000000000001,1.4400000000000001e-05,0.0546,0.21899999999999997,0.478,160.312,204667.0,4.0
3kcUJ2UbbjESuMRsWmvNS9,Paint It Black (Metal Version),Leo,metal,0.5329999999999999,0.941,4.0,-4.541,1.0,0.0763,0.000509,0.000184,0.27699999999999997,0.63,79.992,253446.0,4.0
6ecYDSxw4kgBE8wYkMUWFQ,Here Comes The Winner,Dance Gavin Dance,metal,0.40399999999999997,0.98,11.0,-3.7060000000000004,0.0,0.0912,0.0114,0.0,0.0701,0.276,175.055,286800.0,3.0
5i4KrdnYibu4gunb0S0kcg,"Call of Duty Black Ops Zombie Theme (From ""Call of Duty Black Ops"") [Heavy Metal]",Charlie Parra del Riego,metal,0.511,0.787,6.0,-7.359,0.0,0.0255,0.000655,0.8170000000000001,0.0802,0.0878,101.00200000000001,216531.0,4.0
3g2ej1WzvadClF0lRJKbad,Headbangeeeeerrrrr!!!!! - METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW,BABYMETAL,metal,0.391,0.98,2.0,-7.428999999999999,1.0,0.154,0.000124,0.56,0.94,0.046,185.021,436125.0,4.0
0enlCPFBhDHoVb17C4PsBM,One Turns To None,Asking Alexandria,metal,0.518,0.904,11.0,-4.539,0.0,0.0433,0.00502,0.000226,0.0681,0.414,145.045,184242.0,4.0
44b5u2VXXREocuTjx70iBZ,The Human Instrument,Volbeat,metal,0.34299999999999997,0.961,2.0,-4.516,1.0,0.0963,7.269999999999999e-05,0.18,0.21,0.42700000000000005,110.573,269293.0,3.0
201NunZ5rsvabQoX2PxMlS,Bloodwork,36 Crazyfists,metal,0.585,0.9309999999999999,0.0,-4.843,1.0,0.0847,0.00119,2.46e-05,0.115,0.8140000000000001,160.079,198600.0,4.0
0nofmsBJ9AdXknFijzUbeW,House of Glass,Eyes Set To Kill,metal,0.344,0.87,7.0,-5.0569999999999995,1.0,0.0693,0.000669,0.0,0.121,0.172,170.125,247668.0,4.0
3YweAeQAB4HFaC20Tve58n,Pokemon Theme (Metal Version),Leo,metal,0.516,0.877,7.0,-3.8139999999999996,0.0,0.0447,0.00285,2.6000000000000002e-05,0.19399999999999998,0.563,150.108,211298.0,4.0
4947boJyNoxPmRGMN8O0Ix,"A Warrior's Call - Live At Forum, Copenhagen/2010",Volbeat,metal,0.195,0.958,2.0,-4.263999999999999,1.0,0.135,8.55e-05,8.13e-06,0.941,0.136,76.803,272293.0,4.0
5NuySy6BUM3oUaC0WMxk7a,Last Chance,Witchfinder General,metal,0.28600000000000003,0.887,10.0,-11.763,1.0,0.0692,1.18e-05,0.0899,0.145,0.475,147.536,233333.0,4.0
2cdpkAPwCGN6FIdxllARcx,Had a Dad,Jane's Addiction,metal,0.522,0.987,7.0,-4.242,1.0,0.0996,0.0008359999999999999,0.0337,0.15,0.5589999999999999,98.876,225987.0,4.0
1tczuiDnczqTNUSFzVFfWt,Skull Heaven,Viking Skull,metal,0.518,0.9670000000000001,7.0,-3.92,1.0,0.0632,6.28e-05,0.001,0.114,0.397,142.761,234773.0,4.0
4N4LLHDJgfkQxrYP8Cn0I7,Cherub Rock,The Smashing Pumpkins,metal,0.379,0.882,9.0,-6.337999999999999,1.0,0.0439,4e-06,0.7240000000000001,0.17,0.46299999999999997,86.78200000000001,299293.0,4.0
74G6uxbmjfLI6lCzhqTzPq,Psycho Holiday - 2010 Remaster,Pantera,metal,0.263,0.97,6.0,-5.775,0.0,0.122,2.6300000000000002e-05,0.00592,0.10800000000000001,0.196,105.744,319800.0,4.0
6joUU4kYdIGYuIPcIfcmrn,Prisoner,Dance Gavin Dance,metal,0.581,0.924,6.0,-4.348,0.0,0.0851,0.00443,0.0,0.36200000000000004,0.6859999999999999,124.96,226672.0,4.0
2iAIBHvSNH5oHrCCpmeaBV,Starlight,BABYMETAL,metal,0.426,0.978,3.0,-3.594,0.0,0.13699999999999998,0.000138,0.915,0.188,0.0543,142.05100000000002,217216.0,4.0
5RyeBQWtPPi5X6vfDYhl6q,Nihilist Blues,The Veer Union,metal,0.436,0.9259999999999999,6.0,-4.829,1.0,0.10800000000000001,0.000942,0.155,0.0487,0.20600000000000002,133.99,288358.0,4.0
3zsAME3aA38bPMZtm0KOKZ,"Surprise! I'm From Cuba, Everyone Has One Brain",Dance Gavin Dance,metal,0.2,0.907,6.0,-4.541,0.0,0.0841,0.00027,0.0005740000000000001,0.124,0.0431,105.902,294760.0,5.0
5JnO1yI9V14HDnfTLZdVdZ,Diggy Diggy Hole - Dance Remix,Wind Rose,metal,0.621,0.937,5.0,-3.701,0.0,0.368,0.0255,0.0,0.141,0.575,125.955,168500.0,4.0
2VFRnfx3nzHdeSrFhtq9Jj,Lightning Crashes,Live,metal,0.397,0.431,11.0,-9.258,1.0,0.0487,0.271,2.81e-06,0.11800000000000001,0.46299999999999997,94.103,324733.0,4.0
49TzXAnqNfpBLZpYPRhtaj,Honey Revenge,Dance Gavin Dance,metal,0.31,0.9520000000000001,5.0,-2.61,0.0,0.0734,0.0173,0.0,0.251,0.589,171.233,207947.0,4.0
0wcKfCfSBaG0vd6VpdiQyp,Walk - 2010 Remaster,Pantera,metal,0.433,0.768,9.0,-6.204,1.0,0.0808,0.000288,0.0005740000000000001,0.0822,0.6709999999999999,115.728,315320.0,4.0
1HXuSSWMAorrXaiwoymn4j,Heavy Metal Warriors,Lizzies,metal,0.368,0.914,0.0,-5.742999999999999,1.0,0.0862,9.48e-06,0.0992,0.35600000000000004,0.17300000000000001,115.07600000000001,185360.0,4.0
3enPakKWAUmLhSaWE8I0aT,Heart Demolition,DragonForce,metal,0.368,0.982,0.0,-3.443,1.0,0.14300000000000002,0.000554,1.09e-05,0.0435,0.272,184.917,339373.0,4.0
4wl9uw7NeAKFij39JgipNv,Abigail's Lullaby,Metalocalypse,metal,0.46799999999999997,0.22,5.0,-12.994000000000002,1.0,0.0285,0.888,2.91e-06,0.11699999999999999,0.19399999999999998,100.036,101920.0,3.0
1nW2qJx3w4sTg1FlTkWKaM,Baby Shark (Metal Version),Leo,metal,0.304,0.8290000000000001,8.0,-6.063,1.0,0.0443,0.006370000000000001,0.638,0.377,0.439,99.94,210844.0,4.0
3y2PFOA7vSv8tP8E2zuXNr,Greensleeves,Charlie Parra del Riego,metal,0.305,0.764,4.0,-8.461,0.0,0.0392,3.01e-05,0.8190000000000001,0.149,0.299,187.475,178315.0,3.0
5iFwIGgIY6nhbkHi2P7nn6,Sacred Chao,Living Death,metal,0.35600000000000004,0.86,11.0,-11.632,0.0,0.0501,0.0049700000000000005,0.00141,0.0924,0.415,164.037,240520.0,4.0
2XqA4dR0j9yUWkmzWehC5X,Heavy Metal Heaven,U.D.O.,metal,0.46399999999999997,0.867,2.0,-6.8260000000000005,0.0,0.0412,0.00907,0.0,0.0779,0.444,85.99,260640.0,4.0
7M8GBjctxJZi3YuQWadtla,"Bloody Tears (From ""Castlevania 2: Simon's Quest"")",Megadriver,metal,0.495,0.9790000000000001,7.0,-5.096,1.0,0.244,2.35e-05,0.866,0.505,0.225,120.04299999999999,162888.0,4.0
4oV59bBnuFjeTXDVRT31pU,Heavy Metal Moonlight,Deadly Fate,metal,0.265,0.948,7.0,-6.058,1.0,0.16,0.0018899999999999998,0.0007740000000000001,0.15,0.311,96.594,347115.0,4.0
2OE69Llr3vce50za8Xsh8J,Heavy Metal Seax,Seax,metal,0.1,0.986,9.0,-6.086,1.0,0.127,5.79e-06,0.772,0.165,0.235,160.95600000000002,118413.0,4.0
700WSCzh1UNwpngAduKm6v,Tru-Kvlt-Metal,All That Remains,metal,0.5429999999999999,0.9590000000000001,1.0,-3.451,1.0,0.0599,0.00114,4.91e-06,0.21100000000000002,0.387,108.053,219880.0,4.0
469pOSkezfVmzUil9iK9lm,Amore,BABYMETAL,metal,0.16699999999999998,0.915,1.0,-2.062,1.0,0.0639,0.000322,1.09e-05,0.196,0.382,191.80200000000002,279987.0,4.0
0ICLaLIMsk2vxLrOGH8giD,I Stand Alone,Godsmack,metal,0.22,0.9059999999999999,0.0,-4.524,1.0,0.0764,4.68e-05,0.0,0.11,0.327,170.399,246039.0,4.0
19iB2alMbcbFVOxWlHZv5h,House of Dust,King 810,metal,0.537,0.89,6.0,-4.5569999999999995,0.0,0.0432,0.000285,0.172,0.486,0.115,120.052,242500.0,4.0
16zB9x19EIW5KpjjgY2Ua1,The House of the Rising Sun (Metal Version),Leo,metal,0.344,0.9670000000000001,9.0,-5.602,1.0,0.0791,0.00025299999999999997,0.247,0.336,0.0386,117.499,286834.0,3.0
72OnuTDVttxqfxXA52VhCn,Rock And Roll Creation,Spinal Tap,metal,0.344,0.485,9.0,-13.831,1.0,0.0432,0.0346,0.000523,0.262,0.19899999999999998,134.78799999999998,247093.0,4.0
11tC5BKuE4GKkTZj4XM8So,Daughter,The Devil Wears Prada,metal,0.493,0.993,7.0,-2.32,1.0,0.20199999999999999,3.12e-06,0.43799999999999994,0.336,0.107,92.51700000000001,148784.0,4.0
5UEPiUzjkzn6bEADfpiHwr,Dr. Feelgood - From Live Around the World 1989-1990,Mötley Crüe,metal,0.373,0.965,2.0,-6.632000000000001,1.0,0.16,2.55e-05,0.825,0.9740000000000001,0.139,112.85600000000001,401533.0,4.0
3x1Nt4T8cvlBCJtlmKDRAV,My Obsession,Killswitch Engage,metal,0.59,0.97,8.0,-3.815,1.0,0.0886,4.6899999999999995e-05,0.0521,0.379,0.423,124.99799999999999,224760.0,4.0
7eLpGSucGzuuTpOpLdE30Q,Innocence - Live from Philly 2010,Halestorm,metal,0.285,0.847,1.0,-5.574,1.0,0.179,0.0133,0.0,0.324,0.39799999999999996,163.105,254200.0,4.0
2LHaVevAHN1ZVKPd4ZWApA,Addicted To Love - Metal Version,Leo,metal,0.621,0.865,2.0,-4.037,1.0,0.0587,0.00471,0.0,0.0358,0.794,130.01,269704.0,4.0
2svMbXy33LBZEL43BYyPJf,Thunder Kiss '65,White Zombie,metal,0.632,0.941,4.0,-4.364,1.0,0.049,0.000916,0.000194,0.49,0.456,112.632,235320.0,4.0
4Jt6YwZQXVXMTNRZZ8YGYx,It´s Tricky (Metal Version),Leo,metal,0.682,0.9640000000000001,0.0,-3.302,1.0,0.0536,0.016,0.0,0.022000000000000002,0.904,140.012,215605.0,4.0
3ow0TQVttXQF8rLckmXgRx,Cherub Rock - Remastered 2011,The Smashing Pumpkins,metal,0.382,0.867,9.0,-7.426,1.0,0.0399,5.91e-06,0.581,0.196,0.45299999999999996,87.309,298253.0,4.0
1kW87GLHGSLztdebf5FjyP,Peanut Butter Jelly Time (Metal Version),Leo,metal,0.555,0.9670000000000001,5.0,-4.834,1.0,0.0833,0.00318,0.000225,0.0765,0.7809999999999999,155.08100000000002,148258.0,4.0
5A3t6GVPUxBn5yxODZ8r8L,She Hates Me,Puddle Of Mudd,metal,0.56,0.772,4.0,-4.689,1.0,0.0344,0.008,0.0,0.7,0.557,109.756,216547.0,4.0
7x25MdNSUoAU4QtRGCqtt4,The Fans Are Chatting,Metalocalypse,metal,0.556,0.9590000000000001,1.0,-8.232999999999999,1.0,0.0824,0.00079,0.0171,0.5670000000000001,0.465,189.06599999999997,144173.0,4.0
5Nm2zJvxMylA6pMAXC1Wb6,"Up the Beach - Live, 1990",Jane's Addiction,metal,0.188,0.809,2.0,-7.9,1.0,0.0504,0.0692,0.18100000000000002,0.449,0.0504,127.26299999999999,207840.0,3.0
16NGD5erCml4kyk5Tsyqi7,New Thing,Enuff Z'Nuff,metal,0.373,0.884,4.0,-7.707000000000001,1.0,0.0421,0.00409,0.0,0.32899999999999996,0.28,130.099,257920.0,4.0
4l4hGRiWUXcj66NveNYpeP,HEAVY METAL VAGABOND,Electric Eel Shock,metal,0.62,0.701,1.0,-5.801,1.0,0.0979,0.0728,0.00176,0.0856,0.504,119.917,125667.0,4.0
6Wejq0xvonfLRY3sMm4xIg,Power Thrashing Death,Whiplash,metal,0.349,0.97,8.0,-5.563,1.0,0.10800000000000001,3.54e-06,0.0331,0.15,0.391,95.93,251947.0,4.0
0rYjattOlPzXJ2BBD0sZqM,Satanic Cyanide ! The Killer Rocks On !,Rob Zombie,metal,0.568,0.8640000000000001,2.0,-4.91,1.0,0.0848,0.00761,0.0146,0.149,0.317,131.95,178067.0,4.0
68GXBO2LcVdLmOMcwPzoRM,Through Glass (feat. Samsaruh),Hands Like Houses,metal,0.586,0.8220000000000001,6.0,-5.855,0.0,0.0385,0.0724,1.11e-06,0.0896,0.519,126.065,206000.0,4.0
6s5PEuuINIfovr5IXlfI3h,Soulshift,Soulshifter,metal,0.445,0.8640000000000001,4.0,-8.222000000000001,1.0,0.0664,6.68e-06,0.8959999999999999,0.0998,0.478,129.965,282404.0,4.0
5hnDq0M6zjAGPw2zC2Q7vu,Shadow Of Your Love (Remixed By Gilby Clarke Featuring Tracii Guns),Hollywood Rose,metal,0.469,0.99,4.0,-5.567,0.0,0.16699999999999998,7.929999999999999e-05,0.875,0.0792,0.243,116.95200000000001,167532.0,4.0
69OfuwARMT1ZfbJ6ShHNAh,Thrashers,Death Angel,metal,0.225,0.993,0.0,-3.304,1.0,0.23199999999999998,5.78e-06,0.00283,0.37,0.0863,122.212,431947.0,4.0
7zzjhDvNgiNFCyudVzgnXV,Sledgehammer (Metal Version),Leo,metal,0.684,0.903,8.0,-4.864,1.0,0.0322,0.00235,2.9299999999999997e-05,0.191,0.753,105.00299999999999,228571.0,4.0
6Yds8wmt3JH2P5MYTVwl0g,Brood of the Trickster,Brothers of Metal,metal,0.431,0.299,4.0,-13.364,0.0,0.0824,0.0246,5.22e-06,0.302,0.136,97.22,116066.0,4.0
2IiXUiI2vEtsYGDDyA1gPI,Livin´On A Prayer (Metal Version),Leo,metal,0.588,0.9159999999999999,2.0,-4.808,0.0,0.0508,0.00262,5.71e-06,0.0508,0.596,130.053,243223.0,4.0
6Q56L7rivD2iUsq1uNKM8n,Installing the Catheter,36 Crazyfists,metal,0.42,0.9490000000000001,0.0,-5.1080000000000005,1.0,0.078,0.00625,1.4e-06,0.162,0.665,178.02599999999998,231400.0,4.0
557jg1bhE6fYKPtfEGZXGG,Scumbag Blues,Them Crooked Vultures,metal,0.54,0.823,7.0,-5.122000000000001,1.0,0.0385,2.44e-05,0.00948,0.0911,0.475,112.28200000000001,265824.0,4.0
0Y3uvjA2ssDylY2h5oiB7T,Personal Jesus,Marilyn Manson,metal,0.578,0.94,4.0,-5.273,0.0,0.13699999999999998,0.00022400000000000002,0.006229999999999999,0.6990000000000001,0.24600000000000002,130.134,246667.0,4.0
5fVCKGCQcZ1VPJNZrWqCO0,Lovers On the Sun (Metal Version),UMC,metal,0.544,0.94,11.0,-5.784,0.0,0.0431,0.000782,1.62e-05,0.152,0.413,124.97399999999999,205620.0,4.0
01mWPCa4StT9u5gGBBdmWW,Green-Tinted Sixties Mind - 2010 Remastered Version,Mr. Big,metal,0.44799999999999995,0.767,4.0,-6.391,1.0,0.0315,0.0212,2.57e-05,0.23399999999999999,0.254,106.365,210413.0,4.0
1KRdD8IpxMXGB2883OVP2Q,Classico,Tenacious D,metal,0.738,0.531,6.0,-7.35,1.0,0.14,0.907,1.07e-05,0.311,0.919,170.007,58507.0,4.0
4711gDZZhcYKrWRigEwgiK,God Save Rock n Roll,Kid Rock,metal,0.713,0.9209999999999999,7.0,-3.344,1.0,0.0315,0.0129,0.0,0.924,0.897,132.014,321107.0,4.0
6dPtcqWFMP6MIGNW2O1YRI,"Wolfpack - Live at the Sabaton Cruise, Dec. 2010",Sabaton,metal,0.37799999999999995,0.862,4.0,-6.324,0.0,0.0654,0.0224,0.0009029999999999999,0.972,0.27,80.399,347680.0,4.0
3BryAbYGcnqxD8IXDEm29t,Conga (Metal Version),Leo,metal,0.6729999999999999,0.9179999999999999,8.0,-4.591,1.0,0.0443,0.055999999999999994,0.000495,0.247,0.76,120.036,231000.0,4.0
01W5V5ldcR16YA7ZVHFLSH,Pleasure And Pain,Bullet For My Valentine,metal,0.365,0.9520000000000001,8.0,-3.082,1.0,0.0786,3.91e-05,0.00103,0.379,0.431,180.063,233427.0,4.0
4lOdCOfvWEWg03Ayuc5Ewa,Pain and Misery,Toxik,metal,0.293,0.955,4.0,-5.462000000000001,1.0,0.187,0.0013800000000000002,0.0868,0.124,0.16899999999999998,117.181,196573.0,4.0
6Hr4vhhv2yYqvK96xKY9eI,Sad Man's Tongue,Volbeat,metal,0.42700000000000005,0.9590000000000001,7.0,-4.375,1.0,0.0435,3.5600000000000005e-05,0.000951,0.171,0.564,109.95,185827.0,4.0
3sHH7lklbfpcraDDvYnjo7,Bat Country,Avenged Sevenfold,metal,0.541,0.968,0.0,-4.129,1.0,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,311813.0,4.0
4lHy961n9KMbzwOM4ewgHP,Story Of My Bros - Acoustic,Dance Gavin Dance,metal,0.701,0.281,5.0,-9.617,1.0,0.0341,0.9079999999999999,0.341,0.136,0.529,93.06200000000001,186160.0,4.0
6hEziatJBxL7vHetVAYoHc,"White Death - Live at the Sabaton Cruise, Dec. 2010",Sabaton,metal,0.287,0.802,5.0,-6.322,0.0,0.0779,0.00159,0.000875,0.7979999999999999,0.33,145.162,332040.0,4.0
2gwEwpgVcq7zYLZYTgkPWv,All the Things She Said (Metal Version),Leo,metal,0.573,0.905,2.0,-5.7589999999999995,1.0,0.0467,0.0007160000000000001,0.00512,0.129,0.19399999999999998,100.05,257343.0,4.0
5hxLWaKnaDQ2f0NdGuV0Ch,Dance Of The Manatee,Fair To Midland,metal,0.475,0.8909999999999999,5.0,-5.042,0.0,0.0541,0.00141,0.0,0.0908,0.645,107.02600000000001,250707.0,4.0
0P7tNqAQy4aACywl2weFkX,En Antris Et Stella Fatum Cruenti,Metalocalypse,metal,0.306,0.48700000000000004,5.0,-10.133,1.0,0.0605,0.0844,0.00117,0.127,0.0683,149.954,166480.0,4.0
20rlEv5AI8asHHKgh830lC,"Harry Potter Hedwig's Theme (From ""Harry Potter"") [Heavy Metal]",Charlie Parra del Riego,metal,0.0607,0.8640000000000001,4.0,-6.232,0.0,0.0512,0.00045599999999999997,0.397,0.10099999999999999,0.377,206.43099999999998,76461.0,3.0
7paGa0YVZa6xD6DcP5Vnaz,THE ONE - METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW,BABYMETAL,metal,0.132,0.74,4.0,-8.04,1.0,0.0608,6.35e-05,0.32,0.91,0.193,194.97099999999998,551691.0,3.0
4MK3Bu4feaWMe6GzqxxmDK,Trono del Metal,Warcry,metal,0.377,0.935,0.0,-4.442,1.0,0.0796,2.22e-05,0.354,0.07,0.263,156.028,321132.0,4.0
7zk2dd56Mv6OmNECuJnAyp,Ice Romancer,Sadie,metal,0.447,0.96,8.0,-2.262,0.0,0.0983,0.0136,0.0,0.298,0.625,104.77799999999999,283587.0,4.0
1d17u8gNyjAwhp9N9C7Io5,Son of Odin,Brothers of Metal,metal,0.462,0.805,10.0,-5.7589999999999995,0.0,0.0337,0.0072299999999999994,5.28e-05,0.308,0.48700000000000004,84.994,239336.0,4.0
5qYF2ditYEaAPYxepyMjlj,The Jiggler,Dance Gavin Dance,metal,0.266,0.97,0.0,-4.019,1.0,0.14800000000000002,0.00415,0.0,0.182,0.254,128.309,296384.0,4.0
3llHcVAzjcRtt3JUMG5R31,Thunderstruck (Symphonic Heavy Metal Version),Orion's Reign,metal,0.47100000000000003,0.8340000000000001,4.0,-3.455,1.0,0.0594,0.00014199999999999998,0.0352,0.161,0.217,132.933,327672.0,4.0
7qxLlBroIuP0jgYGD4D1ZW,Heavier than Metal,Skull Fist,metal,0.532,0.951,1.0,-7.204,0.0,0.0505,0.000711,0.0618,0.0678,0.57,104.118,219747.0,4.0
5QCq2gfe1BygyN2Eto1i02,Dead & Bloated,Stone Temple Pilots,metal,0.563,0.8079999999999999,7.0,-7.876,1.0,0.0549,0.000154,7.219999999999999e-05,0.0926,0.5529999999999999,123.01299999999999,310267.0,3.0
33B2K2HwOiMSmLrIxuulio,Country Boy (Acoustic Version),Aaron Lewis,metal,0.6809999999999999,0.521,6.0,-4.802,1.0,0.0317,0.6629999999999999,0.0,0.135,0.318,121.914,259800.0,4.0
38yhKbA5dG2PHlanu5wT19,Thrashers,Death Angel,metal,0.225,0.993,0.0,-3.304,1.0,0.23199999999999998,5.78e-06,0.00283,0.37,0.0865,122.214,431947.0,4.0
7yKPlKNtSM1lINVEbZnJ5n,Back in Black (Metal Version),Leo,metal,0.607,0.9129999999999999,4.0,-4.441,1.0,0.053,0.0009029999999999999,7.49e-05,0.14800000000000002,0.514,104.99600000000001,252030.0,4.0
3P2nnxaswR19W6R3ejGTEE,Fever - Live At XFM,Bullet For My Valentine,metal,0.317,0.975,7.0,-3.795,1.0,0.0771,3.91e-05,0.000212,0.114,0.311,173.035,237587.0,4.0
0micDFBRpXHcpUEkDmlbWN,3rd Floor,Death Angel,metal,0.152,0.9670000000000001,4.0,-6.667000000000001,0.0,0.16,0.00124,0.0007639999999999999,0.253,0.0976,182.12099999999998,295440.0,4.0
2yv0INHkb50qvSJUvN6YhT,Revelations - 2010 Remastered Edition,DragonForce,metal,0.187,0.9640000000000001,4.0,-2.6830000000000003,0.0,0.0722,0.00135,0.000377,0.308,0.256,139.838,412147.0,4.0
58LDBCFIHWmFnRGJQPTXvb,Kickapoo,Tenacious D,metal,0.501,0.795,0.0,-4.655,1.0,0.0918,0.0977,0.00108,0.501,0.58,130.23,254347.0,4.0
